2025-04-03 14:05:00,540 - {'puzzle': '1 1 4 6', 'num_agents': 4, 'num_reflexions': 1, 'reflexion_type': 'list', 'score': 0, 'token_cost': 10522.0, 'num_used_reflexions': 4}
2025-04-24 13:17:41,681 - {'puzzle': '6 6 6 6', 'num_agents': 4, 'num_reflexions': 4, 'reflexion_type': 'summary_all_previous', 'score': 0, 'token_cost': 41758.0, 'num_used_reflexions': 16}
2025-04-24 14:04:45,142 - {'puzzle': '1 1 1 12', 'num_agents': 4, 'num_reflexions': 4, 'reflexion_type': 'list', 'score': 0, 'token_cost': 34824.0, 'num_used_reflexions': 16}
2025-04-24 14:05:09,666 - {'puzzle': '1 1 1 12', 'num_agents': 4, 'num_reflexions': 4, 'reflexion_type': 'k most recent', 'score': 0, 'token_cost': 35367.0, 'num_used_reflexions': 16}
2025-04-24 14:06:08,653 - {'puzzle': '1 1 1 12', 'num_agents': 4, 'num_reflexions': 4, 'reflexion_type': 'summary_incremental', 'score': 0, 'token_cost': 38288.0, 'num_used_reflexions': 16}
2025-04-24 14:06:53,176 - {'puzzle': '1 1 1 12', 'num_agents': 4, 'num_reflexions': 4, 'reflexion_type': 'summary_all_previous', 'score': 2, 'token_cost': 29225.0, 'num_used_reflexions': 11}
2025-04-24 14:07:43,046 - {'puzzle': '1 1 2 12', 'num_agents': 4, 'num_reflexions': 4, 'reflexion_type': 'list', 'score': 1, 'token_cost': 34380.0, 'num_used_reflexions': 14}
2025-04-24 14:08:34,106 - {'puzzle': '1 1 2 12', 'num_agents': 4, 'num_reflexions': 4, 'reflexion_type': 'k most recent', 'score': 0, 'token_cost': 37001.0, 'num_used_reflexions': 16}
2025-04-24 14:09:34,775 - {'puzzle': '1 1 2 12', 'num_agents': 4, 'num_reflexions': 4, 'reflexion_type': 'summary_incremental', 'score': 0, 'token_cost': 41481.0, 'num_used_reflexions': 16}
2025-04-24 14:10:36,383 - {'puzzle': '1 1 2 12', 'num_agents': 4, 'num_reflexions': 4, 'reflexion_type': 'summary_all_previous', 'score': 0, 'token_cost': 45056.0, 'num_used_reflexions': 16}
2025-04-24 14:11:24,566 - {'puzzle': '2 4 7 7', 'num_agents': 4, 'num_reflexions': 4, 'reflexion_type': 'list', 'score': 0, 'token_cost': 38328.0, 'num_used_reflexions': 16}
2025-04-24 14:12:12,711 - {'puzzle': '2 4 7 7', 'num_agents': 4, 'num_reflexions': 4, 'reflexion_type': 'k most recent', 'score': 0, 'token_cost': 36774.0, 'num_used_reflexions': 16}
2025-04-25 14:23:01,931 - {'puzzle': '2 4 7 7', 'num_agents': 4, 'num_reflexions': 4, 'reflexion_type': 'summary_incremental', 'score': 0, 'token_cost': 44068.0, 'num_used_reflexions': 16}
2025-04-25 14:23:41,285 - {'puzzle': '2 4 7 7', 'num_agents': 4, 'num_reflexions': 4, 'reflexion_type': 'summary_all_previous', 'score': 0, 'token_cost': 47798.0, 'num_used_reflexions': 16}
2025-04-25 14:33:33,367 - {'puzzle': '3 6 6 10', 'num_agents': 4, 'num_reflexions': 4, 'reflexion_type': 'list', 'score': 0, 'token_cost': 38127.0, 'num_used_reflexions': 16}
2025-04-25 14:34:07,885 - {'puzzle': '3 6 6 10', 'num_agents': 4, 'num_reflexions': 4, 'reflexion_type': 'k most recent', 'score': 0, 'token_cost': 39524.0, 'num_used_reflexions': 16}
2025-04-25 14:34:42,108 - {'puzzle': '3 6 6 10', 'num_agents': 4, 'num_reflexions': 4, 'reflexion_type': 'summary_incremental', 'score': 0, 'token_cost': 43646.0, 'num_used_reflexions': 16}
2025-04-25 14:35:17,503 - {'puzzle': '3 6 6 10', 'num_agents': 4, 'num_reflexions': 4, 'reflexion_type': 'summary_all_previous', 'score': 0, 'token_cost': 47195.0, 'num_used_reflexions': 16}
2025-04-25 14:36:00,897 - {'puzzle': '4 7 9 11', 'num_agents': 4, 'num_reflexions': 4, 'reflexion_type': 'list', 'score': 0, 'token_cost': 45768.0, 'num_used_reflexions': 16}
2025-04-25 14:36:42,602 - {'puzzle': '4 7 9 11', 'num_agents': 4, 'num_reflexions': 4, 'reflexion_type': 'k most recent', 'score': 0, 'token_cost': 44506.0, 'num_used_reflexions': 16}
2025-04-25 14:37:24,260 - {'puzzle': '4 7 9 11', 'num_agents': 4, 'num_reflexions': 4, 'reflexion_type': 'summary_incremental', 'score': 0, 'token_cost': 46826.0, 'num_used_reflexions': 16}
2025-04-25 14:38:13,945 - {'puzzle': '4 7 9 11', 'num_agents': 4, 'num_reflexions': 4, 'reflexion_type': 'summary_all_previous', 'score': 0, 'token_cost': 53080.0, 'num_used_reflexions': 16}
2025-04-25 14:38:43,009 - {'puzzle': '2 2 3 5', 'num_agents': 4, 'num_reflexions': 4, 'reflexion_type': 'list', 'score': 0, 'token_cost': 38682.0, 'num_used_reflexions': 16}
2025-04-25 14:39:13,730 - {'puzzle': '2 2 3 5', 'num_agents': 4, 'num_reflexions': 4, 'reflexion_type': 'k most recent', 'score': 0, 'token_cost': 38105.0, 'num_used_reflexions': 16}
2025-04-25 14:39:50,042 - {'puzzle': '2 2 3 5', 'num_agents': 4, 'num_reflexions': 4, 'reflexion_type': 'summary_incremental', 'score': 0, 'token_cost': 43712.0, 'num_used_reflexions': 16}
2025-04-25 14:40:27,932 - {'puzzle': '2 2 3 5', 'num_agents': 4, 'num_reflexions': 4, 'reflexion_type': 'summary_all_previous', 'score': 0, 'token_cost': 47149.0, 'num_used_reflexions': 16}
2025-04-25 14:41:09,672 - {'puzzle': '2 5 7 9', 'num_agents': 4, 'num_reflexions': 4, 'reflexion_type': 'list', 'score': 0, 'token_cost': 43237.0, 'num_used_reflexions': 16}
2025-04-25 14:41:44,946 - {'puzzle': '2 5 7 9', 'num_agents': 4, 'num_reflexions': 4, 'reflexion_type': 'k most recent', 'score': 0, 'token_cost': 40952.0, 'num_used_reflexions': 16}
2025-04-25 14:42:26,715 - {'puzzle': '2 5 7 9', 'num_agents': 4, 'num_reflexions': 4, 'reflexion_type': 'summary_incremental', 'score': 0, 'token_cost': 46261.0, 'num_used_reflexions': 16}
2025-04-25 14:43:10,820 - {'puzzle': '2 5 7 9', 'num_agents': 4, 'num_reflexions': 4, 'reflexion_type': 'summary_all_previous', 'score': 0, 'token_cost': 50258.0, 'num_used_reflexions': 16}
2025-04-25 14:43:41,561 - {'puzzle': '2 4 10 10', 'num_agents': 4, 'num_reflexions': 4, 'reflexion_type': 'list', 'score': 0, 'token_cost': 39343.0, 'num_used_reflexions': 16}
2025-04-25 14:44:45,512 - {'puzzle': '2 4 10 10', 'num_agents': 4, 'num_reflexions': 4, 'reflexion_type': 'k most recent', 'score': 0, 'token_cost': 37416.0, 'num_used_reflexions': 16}
2025-04-26 15:27:24,895 - {'puzzle': '2 4 10 10', 'num_agents': 4, 'num_reflexions': 4, 'reflexion_type': 'summary_incremental', 'score': 0, 'token_cost': 42818.0, 'num_used_reflexions': 16}
2025-04-26 15:28:01,072 - {'puzzle': '2 4 10 10', 'num_agents': 4, 'num_reflexions': 4, 'reflexion_type': 'summary_all_previous', 'score': 0, 'token_cost': 47307.0, 'num_used_reflexions': 16}
2025-04-26 15:31:03,905 - {'puzzle': '5 5 7 11', 'num_agents': 4, 'num_reflexions': 4, 'reflexion_type': 'list', 'score': 0, 'token_cost': 40770.0, 'num_used_reflexions': 16}
2025-04-26 15:31:39,845 - {'puzzle': '5 5 7 11', 'num_agents': 4, 'num_reflexions': 4, 'reflexion_type': 'k most recent', 'score': 0, 'token_cost': 40306.0, 'num_used_reflexions': 16}
2025-04-26 15:32:21,375 - {'puzzle': '5 5 7 11', 'num_agents': 4, 'num_reflexions': 4, 'reflexion_type': 'summary_incremental', 'score': 0, 'token_cost': 44752.0, 'num_used_reflexions': 16}
2025-04-26 15:33:03,494 - {'puzzle': '5 5 7 11', 'num_agents': 4, 'num_reflexions': 4, 'reflexion_type': 'summary_all_previous', 'score': 0, 'token_cost': 47968.0, 'num_used_reflexions': 16}
2025-04-26 15:33:40,205 - {'puzzle': '1 3 4 6', 'num_agents': 4, 'num_reflexions': 4, 'reflexion_type': 'list', 'score': 0, 'token_cost': 40587.0, 'num_used_reflexions': 16}
2025-04-26 15:34:14,808 - {'puzzle': '1 3 4 6', 'num_agents': 4, 'num_reflexions': 4, 'reflexion_type': 'k most recent', 'score': 0, 'token_cost': 39620.0, 'num_used_reflexions': 16}
2025-04-26 15:34:57,135 - {'puzzle': '1 3 4 6', 'num_agents': 4, 'num_reflexions': 4, 'reflexion_type': 'summary_incremental', 'score': 0, 'token_cost': 46361.0, 'num_used_reflexions': 16}
2025-04-26 15:35:38,149 - {'puzzle': '1 3 4 6', 'num_agents': 4, 'num_reflexions': 4, 'reflexion_type': 'summary_all_previous', 'score': 0, 'token_cost': 49049.0, 'num_used_reflexions': 16}
2025-04-26 15:36:35,438 - {'puzzle': '5 7 7 11', 'num_agents': 4, 'num_reflexions': 4, 'reflexion_type': 'list', 'score': 0, 'token_cost': 38770.0, 'num_used_reflexions': 16}
2025-04-26 15:37:06,170 - {'puzzle': '5 7 7 11', 'num_agents': 4, 'num_reflexions': 4, 'reflexion_type': 'k most recent', 'score': 0, 'token_cost': 37641.0, 'num_used_reflexions': 16}
2025-04-26 15:37:44,837 - {'puzzle': '5 7 7 11', 'num_agents': 4, 'num_reflexions': 4, 'reflexion_type': 'summary_incremental', 'score': 0, 'token_cost': 44136.0, 'num_used_reflexions': 16}
2025-04-26 15:38:20,320 - {'puzzle': '5 7 7 11', 'num_agents': 4, 'num_reflexions': 4, 'reflexion_type': 'summary_all_previous', 'score': 0, 'token_cost': 46995.0, 'num_used_reflexions': 16}
2025-04-26 15:38:51,788 - {'puzzle': '3 3 7 13', 'num_agents': 4, 'num_reflexions': 4, 'reflexion_type': 'list', 'score': 0, 'token_cost': 37742.0, 'num_used_reflexions': 16}
2025-04-26 15:39:24,479 - {'puzzle': '3 3 7 13', 'num_agents': 4, 'num_reflexions': 4, 'reflexion_type': 'k most recent', 'score': 0, 'token_cost': 38729.0, 'num_used_reflexions': 16}
2025-04-26 15:39:59,552 - {'puzzle': '3 3 7 13', 'num_agents': 4, 'num_reflexions': 4, 'reflexion_type': 'summary_incremental', 'score': 0, 'token_cost': 42435.0, 'num_used_reflexions': 16}
2025-04-26 15:40:35,580 - {'puzzle': '3 3 7 13', 'num_agents': 4, 'num_reflexions': 4, 'reflexion_type': 'summary_all_previous', 'score': 0, 'token_cost': 46317.0, 'num_used_reflexions': 16}
